xml_id,dimev_idno,match_kind,bodleian_shelfmark,cat_id,cat_url,n_facsimiles,facsimile_urls,file
BodDou1,Douce 1,exact,MS. Douce 1,manuscript_4477,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_4477,1,https://digital.bodleian.ox.ac.uk/objects/0a3f3f9c-76b6-4fff-b0c1-45cc4b69899f/,collections/Douce/MS_Douce_1.xml
BodDou15,Douce 15,exact,MS. Douce 15,manuscript_4527,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_4527,0,,collections/Douce/MS_Douce_15.xml
BodDou25,Douce 25,exact,MS. Douce 25,manuscript_4601,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_4601,1,https://digital.bodleian.ox.ac.uk/objects/d719a68a-a95f-4f65-9681-ed193858d5da/,collections/Douce/MS_Douce_25.xml
BodDou45,Douce 45,exact,MS. Douce 45,manuscript_4718,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_4718,1,https://digital.bodleian.ox.ac.uk/objects/aff59781-4dfc-4f27-96b9-40bc0e062ac8/,collections/Douce/MS_Douce_45.xml
BodDou52,Douce 52,exact,MS. Douce 52,manuscript_4723,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_4723,0,,collections/Douce/MS_Douce_52.xml
BodDou54,Douce 54,exact,MS. Douce 54,manuscript_4725,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_4725,0,,collections/Douce/MS_Douce_54.xml
BodDou60,Douce 60,exact,MS. Douce 60,manuscript_4730,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_4730,0,,collections/Douce/MS_Douce_60.xml
BodDou78,Douce 78,exact,MS. Douce 78,manuscript_4739,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_4739,1,https://digital.bodleian.ox.ac.uk/objects/2ab09b3e-4e5c-4b46-92bb-836a45ec6807/,collections/Douce/MS_Douce_78.xml
BodDou84,Douce 84,exact,MS. Douce 84,manuscript_4743,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_4743,0,,collections/Douce/MS_Douce_84.xml
BodDou88,Douce 88,exact,MS. Douce 88,manuscript_4746,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_4746,1,https://digital.bodleian.ox.ac.uk/objects/0c505445-2eea-4fc7-9881-b0da57179c35/,collections/Douce/MS_Douce_88.xml
BodDou95,Douce 95,exact,MS. Douce 95,manuscript_4753,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_4753,0,,collections/Douce/MS_Douce_95.xml
BodDou98,Douce 98,exact,MS. Douce 98,manuscript_4755,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_4755,0,,collections/Douce/MS_Douce_98.xml
BodDou100,Douce 100,exact,MS. Douce 100,manuscript_4479,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_4479,0,,collections/Douce/MS_Douce_100.xml
BodDou103,Douce 103,exact,MS. Douce 103,manuscript_4482,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_4482,1,https://digital.bodleian.ox.ac.uk/objects/96958b60-3f7b-433c-90f0-0bb82e5973b3/,collections/Douce/MS_Douce_103.xml
BodDou104,Douce 104,exact,MS. Douce 104,manuscript_4483,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_4483,2,https://digital.bodleian.ox.ac.uk/objects/a241fe3e-e78e-498a-8c6d-7eae61464e54/ https://digital.bodleian.ox.ac.uk/objects/e6865046-6257-4591-a731-548232c7c8dd/,collections/Douce/MS_Douce_104.xml
BodDou107,Douce 107,exact,MS. Douce 107,manuscript_4484,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_4484,0,,collections/Douce/MS_Douce_107.xml
BodDou126,Douce 126,exact,MS. Douce 126,manuscript_4502,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_4502,1,https://digital.bodleian.ox.ac.uk/objects/5a20243c-877d-41e1-b379-5ccbb876f08f/,collections/Douce/MS_Douce_126.xml
BodDou128,Douce 128,exact,MS. Douce 128,manuscript_4504,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_4504,1,https://digital.bodleian.ox.ac.uk/objects/9ca714df-60b2-4673-86d2-5e70bbf6ad83/,collections/Douce/MS_Douce_128.xml
BodDou139,Douce 139,exact,MS. Douce 139,manuscript_4516,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_4516,1,https://digital.bodleian.ox.ac.uk/objects/cc56d1af-17c6-4c89-b4e0-d9d58eb2876f/,collections/Douce/MS_Douce_139.xml
BodDou141,Douce 141,exact,MS. Douce 141,manuscript_4519,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_4519,1,https://digital.bodleian.ox.ac.uk/objects/aa5d89e9-b871-4696-a44b-56753db9bec8/,collections/Douce/MS_Douce_141.xml
BodDou148,Douce 148,exact,MS. Douce 148,manuscript_4525,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_4525,0,,collections/Douce/MS_Douce_148.xml
BodDou156,Douce 156,exact,MS. Douce 156,manuscript_4533,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_4533,1,https://digital.bodleian.ox.ac.uk/objects/86804787-3b37-4f14-9115-564b6554a2fd/,collections/Douce/MS_Douce_156.xml
BodDou157,Douce 157,exact,MS. Douce 157,manuscript_4534,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_4534,0,,collections/Douce/MS_Douce_157.xml
BodDou158,Douce 158,exact,MS. Douce 158,manuscript_4535,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_4535,1,https://digital.bodleian.ox.ac.uk/objects/4fe438db-40b6-405c-ad0e-db757af8bc23/,collections/Douce/MS_Douce_158.xml
BodDou169,Douce 169,exact,MS. Douce 169,manuscript_4543,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_4543,0,,collections/Douce/MS_Douce_169.xml
BodDou207,Douce 207,exact,MS. Douce 207,manuscript_4569,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_4569,1,https://digital.bodleian.ox.ac.uk/objects/c7915f34-a39e-4035-bd0f-5f6cf0f7987f/,collections/Douce/MS_Douce_207.xml
BodDou210,Douce 210,exact,MS. Douce 210,manuscript_4571,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_4571,0,,collections/Douce/MS_Douce_210.xml
BodDou216,Douce 216,exact,MS. Douce 216,manuscript_4575,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_4575,1,https://digital.bodleian.ox.ac.uk/objects/df56110b-404b-4331-aaa5-d020f1904507/,collections/Douce/MS_Douce_216.xml
BodDou228,Douce 228,exact,MS. Douce 228,manuscript_4584,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_4584,2,https://digital.bodleian.ox.ac.uk/objects/3c6db41e-dc46-4156-8697-0eb7b728d7ce/ https://digital.bodleian.ox.ac.uk/objects/8ab301b4-5900-4ad1-a4b1-70ad3ad2cc2d/,collections/Douce/MS_Douce_228.xml
BodDou229,Douce 229,exact,MS. Douce 229,manuscript_4585,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_4585,0,,collections/Douce/MS_Douce_229.xml
BodDou232,Douce 232,exact,MS. Douce 232,manuscript_4588,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_4588,1,https://digital.bodleian.ox.ac.uk/objects/33006a46-dc1f-46f2-b129-57f60649cd27/,collections/Douce/MS_Douce_232.xml
BodDou236,Douce 236,exact,MS. Douce 236,manuscript_4589,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_4589,1,https://digital.bodleian.ox.ac.uk/objects/fdea9289-3bfa-40b1-817c-41a6ff0ecd9f/,collections/Douce/MS_Douce_236.xml
BodDou246,Douce 246,exact,MS. Douce 246,manuscript_4598,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_4598,1,https://digital.bodleian.ox.ac.uk/objects/5f003478-9c7a-468f-8949-d675d13233a2/,collections/Douce/MS_Douce_246.xml
BodDou257,Douce 257,exact,MS. Douce 257,manuscript_4606,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_4606,0,,collections/Douce/MS_Douce_257.xml
BodDou275,Douce 275,exact,MS. Douce 275,manuscript_4621,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_4621,0,,collections/Douce/MS_Douce_275.xml
BodDou295,Douce 295,exact,MS. Douce 295,manuscript_4633,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_4633,0,,collections/Douce/MS_Douce_295.xml
BodDou302,Douce 302,exact,MS. Douce 302,manuscript_4641,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_4641,1,https://digital.bodleian.ox.ac.uk/objects/bdb732d3-7ad5-407f-ac2e-3a34f1b06e0d/,collections/Douce/MS_Douce_302.xml
BodDou322,Douce 322,exact,MS. Douce 322,manuscript_4658,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_4658,1,https://digital.bodleian.ox.ac.uk/objects/5fd706fc-a80f-4e4f-9129-e6083ef3e9f5/,collections/Douce/MS_Douce_322.xml
BodDou323,Douce 323,exact,MS. Douce 323,manuscript_4659,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_4659,1,https://digital.bodleian.ox.ac.uk/objects/ef0f82a5-574f-4bc0-9caa-530f3e5f0e5c/,collections/Douce/MS_Douce_323.xml
BodDou324,Douce 324,exact,MS. Douce 324,manuscript_4660,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_4660,1,https://digital.bodleian.ox.ac.uk/objects/f03eea52-0af3-4ff7-9069-c41a4b2f6c6b/,collections/Douce/MS_Douce_324.xml
BodDou326,Douce 326,exact,MS. Douce 326,manuscript_4662,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_4662,1,https://digital.bodleian.ox.ac.uk/objects/cb57a2a5-4ab7-4db8-b6ba-4c2a01c6c223/,collections/Douce/MS_Douce_326.xml
BodDou341,Douce 341,exact,MS. Douce 341,manuscript_4673,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_4673,0,,collections/Douce/MS_Douce_341.xml
BodDou345,Douce 345,exact,MS. Douce 345,manuscript_4674,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_4674,0,,collections/Douce/MS_Douce_345.xml
BodDou378,Douce 378,exact,MS. Douce 378,manuscript_4698,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_4698,0,,collections/Douce/MS_Douce_378.xml
BodDou381,Douce 381,exact,MS. Douce 381,manuscript_4703,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_4703,1,https://digital.bodleian.ox.ac.uk/objects/98f1b5a6-045b-4282-b123-35c4443932a2/,collections/Douce/MS_Douce_381.xml
BodDou384,Douce 384,exact,MS. Douce 384,manuscript_4706,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_4706,0,,collections/Douce/MS_Douce_384.xml
BodDoud4,Douce d.4,exact,MS. Douce d. 4,manuscript_4768,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_4768,1,https://digital.bodleian.ox.ac.uk/objects/daf23e25-5496-4699-ad3a-0e89a7e967ba/,collections/Douce/MS_Douce_d_4.xml
BodDoug2,Douce g.2,exact,MS. Douce g. 2,manuscript_4774,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_4774,0,,collections/Douce/MS_Douce_g_2.xml
BodDugd45,Dugdale 45,exact,MS. Dugdale 45,manuscript_4778,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_4778,1,https://digital.bodleian.ox.ac.uk/objects/68f8b07f-d0c1-4546-9372-140fa8f260a1/,collections/Dugdale/MS_Dugdale_45.xml
BodDHumd2,Duke Humfrey d.2,exact,MS. Duke Humfrey d. 2,manuscript_4783,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_4783,2,https://digital.bodleian.ox.ac.uk/objects/9e046a1c-7f55-457e-8098-15ff757c0ee7/ https://digital.bodleian.ox.ac.uk/objects/a4593fe2-94d4-4f3e-9161-d2080bb35471/,collections/Duke_Humfrey/MS_Duke_Humfrey_d_2.xml
BodEngmiscc291,Eng. misc. c.291,exact,MS. Eng. misc. c. 291,manuscript_4809,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_4809,0,,collections/Eng_misc/MS_Eng_misc_c_291.xml
BodEngMisC674,Eng. misc. C.674,exact,MS. Eng. misc. c. 674,manuscript_4811,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_4811,0,,collections/Eng_misc/MS_Eng_misc_c_674.xml
BodEngPoeta1,Eng. poet. a.1,exact,MS. Eng. poet. a. 1,manuscript_4817,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_4817,2,https://digital.bodleian.ox.ac.uk/objects/52f0a31a-1478-40e4-b05b-fddb1ad076ff/ https://digital.bodleian.ox.ac.uk/objects/da750ebb-7e9a-40e9-9838-433f202beed1/,collections/Eng_poet/MS_Eng_poet_a_1.xml
BodEngPoetb4,Eng. poet. b.4,exact,MS. Eng. poet. b. 4,manuscript_4819,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_4819,0,,collections/Eng_poet/MS_Eng_poet_b_4.xml
BodEngPoetc3,Eng. poet. c.3,exact,MS. Eng. poet. c. 3,manuscript_4820,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_4820,0,,collections/Eng_poet/MS_Eng_poet_c_3.xml
BodEngPoetc4,Eng. poet. c.4,exact,MS. Eng. poet. c. 4,manuscript_4821,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_4821,0,,collections/Eng_poet/MS_Eng_poet_c_4.xml
BodEngPoetd4,Eng. poet. d.4,exact,MS. Eng. poet. d. 4,manuscript_4824,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_4824,0,,collections/Eng_poet/MS_Eng_poet_d_4.xml
BodEngPoetd5,Eng. poet. d.5,exact,MS. Eng. poet. d. 5,manuscript_4826,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_4826,0,,collections/Eng_poet/MS_Eng_poet_d_5.xml
BodEngPoetd45,Eng. poet. d.45,exact,MS. Eng. poet. d. 45,manuscript_4825,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_4825,0,,collections/Eng_poet/MS_Eng_poet_d_45.xml
BodEngPoetd200,Eng. poet. d.200,exact,MS. Eng. poet. d. 200,manuscript_4822,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_4822,0,,collections/Eng_poet/MS_Eng_poet_d_200.xml
BodEngPoetd208,Eng. poet. d.208,exact,MS. Eng. poet. d. 208,manuscript_4823,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_4823,0,,collections/Eng_poet/MS_Eng_poet_d_208.xml
BodEngPoete1,Eng. poet. e.1,exact,MS. Eng. poet. e. 1,manuscript_4827,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_4827,1,https://digital.bodleian.ox.ac.uk/objects/01fc1e36-732d-42d7-8e65-3ac06c3873e9/,collections/Eng_poet/MS_Eng_poet_e_1.xml
BodEngPoete15,Eng. poet. e.15,exact,MS. Eng. poet. e. 15,manuscript_4828,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_4828,0,,collections/Eng_poet/MS_Eng_poet_e_15.xml
BodEngPoete17,Eng. poet. e.17,exact,MS. Eng. poet. e. 17,manuscript_9793,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_9793,0,,collections/Eng_poet/MS_Eng_poet_e_17.xml
BodEngPoete94,Eng. poet. e.94,exact,MS. Eng. poet. e. 94,manuscript_4830,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_4830,0,,collections/Eng_poet/MS_Eng_poet_e_94.xml
BodEngPoetf2,Eng. poet. f.2,exact,MS. Eng. poet. f. 2 (R),manuscript_4831,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_4831,0,,collections/Eng_poet/MS_Eng_poet_f_2_R.xml
BodFair3,Fairfax 3,exact,MS. Fairfax 3,manuscript_4864,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_4864,2,https://digital.bodleian.ox.ac.uk/objects/b248e552-650b-47bc-aac2-e1184896f924/ https://digital.bodleian.ox.ac.uk/objects/d3376f6e-201d-4d7e-ae77-29ffbb94b28d/,collections/Fairfax/MS_Fairfax_3.xml
BodFair6,Fairfax 6,exact,MS. Fairfax 6,manuscript_4867,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_4867,0,,collections/Fairfax/MS_Fairfax_6.xml
BodFair8,Fairfax 8,exact,MS. Fairfax 8,manuscript_4869,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_4869,1,https://digital.bodleian.ox.ac.uk/objects/f40a0c4e-653b-46b7-8c01-08dd8d42598d/,collections/Fairfax/MS_Fairfax_8.xml
BodFair14,Fairfax 14,exact,MS. Fairfax 14,manuscript_4848,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_4848,1,https://digital.bodleian.ox.ac.uk/objects/f4bab980-784b-44d6-902c-368bec0e66ba/,collections/Fairfax/MS_Fairfax_14.xml
BodFair16,Fairfax 16,exact,MS. Fairfax 16,manuscript_4850,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_4850,2,https://digital.bodleian.ox.ac.uk/objects/ee2d3617-5696-4ec8-9e4d-a99d0c485019/ https://digital.bodleian.ox.ac.uk/objects/a8482ff0-d3d6-4e76-8299-95ba7ff4e5d6/,collections/Fairfax/MS_Fairfax_16.xml
BodFair24,Fairfax 24,exact,MS. Fairfax 24,manuscript_4859,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_4859,0,,collections/Fairfax/MS_Fairfax_24.xml
BodGoughet4,Gough eccl. top. 4,exact,MS. Gough Eccl. Top. 4,manuscript_4909,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_4909,1,https://digital.bodleian.ox.ac.uk/objects/1ceced91-9b24-486d-83cd-6222c13cffd4/,collections/Gough/MS_Gough_Eccl_Top_4.xml
BodGoughlit3,Gough liturg. 3,exact,MS. Gough Liturg. 3,manuscript_4929,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_4929,2,https://digital.bodleian.ox.ac.uk/objects/a0482860-4c7c-4e6b-a62c-44ae62f2a20a/ https://digital.bodleian.ox.ac.uk/objects/08a1b87d-3c09-4dcc-a533-dc64f50c44fd/,collections/Gough/MS_Gough_Liturg_3.xml
BodGoughlit7,Gough liturg. 7,exact,MS. Gough Liturg. 7,manuscript_4933,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_4933,1,https://digital.bodleian.ox.ac.uk/objects/9ef1cabe-9a9b-48d0-9e7b-71ea3c838d8f/,collections/Gough/MS_Gough_Liturg_7.xml
BodGouNor43,Gough Norfolk 43,exact,MS. Gough Norfolk 43,manuscript_4940,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_4940,0,,collections/Gough/MS_Gough_Norf_43.xml
BodGreaves43,Greaves 43,exact,MS. Greaves 43,manuscript_5959,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_5959,0,,collections/Greaves/MS_Greaves_43.xml
BodGreaves54,Greaves 54,exact,MS. Greaves 54,manuscript_5963,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_5963,1,https://digital.bodleian.ox.ac.uk/objects/b5dd0065-133f-44f3-8fb9-b30514135a00/,collections/Greaves/MS_Greaves_54.xml
BodGreaves57,Greaves 57,exact,MS. Greaves 57,manuscript_5966,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_5966,1,https://digital.bodleian.ox.ac.uk/objects/11da18a7-166e-4e7c-b2c1-651671010624/,collections/Greaves/MS_Greaves_57.xml
BodGreaves60,Greaves 60,exact,MS. Greaves 60,manuscript_5967,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_5967,1,https://digital.bodleian.ox.ac.uk/objects/3084edd8-6af3-4295-aec5-6d655f3e1b29/,collections/Greaves/MS_Greaves_60.xml
BodHat2,Hatton 2,exact,MS. Hatton 2,manuscript_6051,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_6051,1,https://digital.bodleian.ox.ac.uk/objects/45200a3e-57e7-4d85-aec9-7eb63a2bf1c3/,collections/Hatton/MS_Hatton_2.xml
BodHat12,Hatton 12,exact,MS. Hatton 12,manuscript_6043,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_6043,0,,collections/Hatton/MS_Hatton_12.xml
BodHat18,Hatton 18,exact,MS. Hatton 18,manuscript_6049,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_6049,0,,collections/Hatton/MS_Hatton_18.xml
BodHat19,Hatton 19,exact,MS. Hatton 19,manuscript_6050,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_6050,1,https://digital.bodleian.ox.ac.uk/objects/dd60e354-e147-4370-be9a-42ec58d3f763/,collections/Hatton/MS_Hatton_19.xml
BodHat26,Hatton 26,exact,MS. Hatton 26,manuscript_6055,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_6055,0,,collections/Hatton/MS_Hatton_26.xml
BodHat51,Hatton 51,exact,MS. Hatton 51,manuscript_6076,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_6076,0,,collections/Hatton/MS_Hatton_51.xml
BodHat56,Hatton 56,exact,MS. Hatton 56,manuscript_6080,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_6080,0,,collections/Hatton/MS_Hatton_56.xml
BodHat57,Hatton 57,exact,MS. Hatton 57,manuscript_6081,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_6081,0,,collections/Hatton/MS_Hatton_57.xml
BodHat73,Hatton 73,exact,MS. Hatton 73,manuscript_6093,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_6093,1,https://digital.bodleian.ox.ac.uk/objects/a41f94be-f5d1-4aed-aaab-108f25f4a5c0/,collections/Hatton/MS_Hatton_73.xml
BodHat96,Hatton 96,exact,MS. Hatton 96,manuscript_6111,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_6111,1,https://digital.bodleian.ox.ac.uk/objects/40fe1451-1660-4f58-8955-a0a5083c5b8f/,collections/Hatton/MS_Hatton_96.xml
BodHat97,Hatton 97,exact,MS. Hatton 97,manuscript_6112,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_6112,0,,collections/Hatton/MS_Hatton_97.xml
BodHat106,Hatton 106,exact,MS. Hatton 106,manuscript_6034,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_6034,0,,collections/Hatton/MS_Hatton_106.xml
BodHat107,Hatton 107,exact,MS. Hatton 107,manuscript_6035,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_6035,0,,collections/Hatton/MS_Hatton_107.xml
BodHat116,Hatton 116,exact,MS. Hatton 116,manuscript_6042,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_6042,2,https://digital.bodleian.ox.ac.uk/objects/48f3b519-fa3a-4ff8-a473-56b95ac0cee1/ https://digital.bodleian.ox.ac.uk/objects/30e32f3f-c7e3-464d-8c86-e37066c66fbd/,collections/Hatton/MS_Hatton_116.xml
BodHolkM39,Holkham misc. 39,exact,MS. Holkham misc. 39,manuscript_6266,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_6266,0,,collections/Holkham_misc/MS_Holkham_misc_39.xml
BodHolkM41,Holkham misc. 41,exact,MS. Holkham misc. 41,manuscript_6269,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_6269,0,,collections/Holkham_misc/MS_Holkham_misc_41.xml
BodJam43,James 43,exact,MS. James 43,manuscript_6302,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_6302,0,,collections/James/MS_James_43.xml
BodJunius1,Junius 1,exact,MS. Junius 1,manuscript_6317,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_6317,2,https://digital.bodleian.ox.ac.uk/objects/90a06f70-880a-4b5b-bd30-798710afff11/ https://digital.bodleian.ox.ac.uk/objects/8d37b5d4-27ec-4da0-8a9e-dc3cba62c212/,collections/Junius/MS_Junius_1.xml
BodJunius56,Junius 56,exact,MS. Junius 56,manuscript_6324,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_6324,1,https://digital.bodleian.ox.ac.uk/objects/96cfc402-aadc-456c-bf24-53aa5b82ee75/,collections/Junius/MS_Junius_56.xml
BodLatLitb14,Lat. liturg. b.14,exact,MS. Lat. liturg. b. 14,manuscript_6448,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_6448,0,,collections/Lat_liturg/MS_Lat_liturg_b_14.xml
BodLatMisC66,Lat. misc. c.66,exact,MS. Lat. misc. c. 66,manuscript_6590,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_6590,1,https://digital.bodleian.ox.ac.uk/objects/93322b91-f962-465d-ad74-fc04b4fdc48f/,collections/Lat_misc/MS_Lat_misc_c_66.xml
BodLatMisE22,Lat. misc. e.22(R),exact,MS. Lat. misc. e. 22 (R),manuscript_6649,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_6649,1,https://digital.bodleian.ox.ac.uk/objects/e4ed043f-96c8-4c96-9db8-0b5086c8a1a6/,collections/Lat_misc/MS_Lat_misc_e_22_R.xml
BodLatMisE85,Lat. misc. e.85,exact,MS. Lat. misc. e. 85,manuscript_6663,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_6663,0,,collections/Lat_misc/MS_Lat_misc_e_85.xml
BodLauLat95,Laud Lat. 95,exact,MS. Laud Lat. 95,manuscript_7674,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_7674,1,https://digital.bodleian.ox.ac.uk/objects/3426461d-9caa-4445-8291-f02d12bd160c/,collections/Laud_lat/MS_Laud_Lat_95.xml
BodLauLat114,Laud Lat. 114,exact,MS. Laud Lat. 114,manuscript_7578,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_7578,1,https://digital.bodleian.ox.ac.uk/objects/5a4fb726-f1ee-4486-9843-a04e89f71afa/,collections/Laud_lat/MS_Laud_Lat_114.xml
BodLauMis23,Laud misc. 23,exact,MS. Laud Misc. 23,manuscript_7040,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_7040,0,,collections/Laud_Misc/MS_Laud_Misc_23.xml
BodLauMis77,Laud misc. 77,exact,MS. Laud Misc. 77,manuscript_7537,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_7537,0,,collections/Laud_Misc/MS_Laud_Misc_77.xml
BodLauMis99,Laud misc. 99,exact,MS. Laud Misc. 99,manuscript_7560,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_7560,0,,collections/Laud_Misc/MS_Laud_Misc_99.xml
BodLauMis104,Laud misc. 104,exact,MS. Laud Misc. 104,manuscript_6913,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_6913,0,,collections/Laud_Misc/MS_Laud_Misc_104.xml
BodLauMis108,Laud misc. 108,exact,MS. Laud Misc. 108,manuscript_6917,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_6917,2,https://digital.bodleian.ox.ac.uk/objects/c5438c30-71dd-4cec-ac59-eb1e5a11f2a4/ https://digital.bodleian.ox.ac.uk/objects/57e0d1dc-efac-429c-a46d-9ef3fd2cc8eb/,collections/Laud_Misc/MS_Laud_Misc_108.xml
BodLauMis111,Laud misc. 111,exact,MS. Laud Misc. 111,manuscript_6920,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_6920,0,,collections/Laud_Misc/MS_Laud_Misc_111.xml
BodLauMis112,Laud misc. 112,exact,MS. Laud Misc. 112,manuscript_6921,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_6921,0,,collections/Laud_Misc/MS_Laud_Misc_112.xml
BodLauMis165,Laud misc. 165,exact,MS. Laud Misc. 165,manuscript_6974,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_6974,1,https://digital.bodleian.ox.ac.uk/objects/cdb5cc17-29a5-4c04-8eb4-ab08cf5fdf6b/,collections/Laud_Misc/MS_Laud_Misc_165.xml
BodLauMis174,Laud misc. 174,exact,MS. Laud Misc. 174,manuscript_6983,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_6983,0,,collections/Laud_Misc/MS_Laud_Misc_174.xml
