xml_id,dimev_idno,match_kind,bodleian_shelfmark,cat_id,cat_url,n_facsimiles,facsimile_urls,file
BodRawD939,Rawlinson D.939,abbrev,MS. Rawl. D. 939,manuscript_8474,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_8474,1,https://digital.bodleian.ox.ac.uk/objects/eca53671-3a29-46ef-acae-3aa2b3b48195/,collections/Rawl_D/MS_Rawl_D_939.xml
BodRawF145,Rawlinson poet. 145,abbrev,MS. Rawl. poet. 145,manuscript_8750,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_8750,0,,collections/Rawl_poet/MS_Rawl_poet_145.xml
BodRawG18,Rawlinson G.18,abbrev,MS. Rawl. G. 18,manuscript_8544,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_8544,1,https://digital.bodleian.ox.ac.uk/objects/56d656a2-a929-4e9c-8f0f-04eeafa8c35c/,collections/Rawl_G/MS_Rawl_G_18.xml
BodRawG22,Rawlinson G.22,abbrev,MS. Rawl. G. 22,manuscript_8556,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_8556,1,https://digital.bodleian.ox.ac.uk/objects/62e901e1-5abd-4186-a668-24ca6fbd71be/,collections/Rawl_G/MS_Rawl_G_22.xml
BodRawG59,Rawlinson G.59,abbrev,MS. Rawl. G. 59,manuscript_8595,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_8595,0,,collections/Rawl_G/MS_Rawl_G_59.xml
BodRawQb4,Rawlinson Q.b.4,abbrev,MS. Rawl. Q. b. 4,manuscript_8617,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_8617,0,,collections/Rawl_Q/MS_Rawl_Q_b_4.xml
BodRawlitd5,Rawlinson liturg. d.5,abbrev,MS. Rawl. liturg. d. 5,manuscript_8635,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_8635,0,,collections/Rawl_liturg/MS_Rawl_liturg_d_5.xml
BodRawlite3,Rawlinson liturg. e.3,abbrev,MS. Rawl. liturg. e. 3,manuscript_8660,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_8660,0,,collections/Rawl_liturg/MS_Rawl_liturg_e_3.xml
BodRawlite7,Rawlinson liturg. e.7,abbrev,MS. Rawl. liturg. e. 7,manuscript_8682,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_8682,0,,collections/Rawl_liturg/MS_Rawl_liturg_e_7.xml
BodRawlite41,Rawlinson liturg. e.41,abbrev,MS. Rawl. liturg. e. 41,manuscript_8673,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_8673,0,,collections/Rawl_liturg/MS_Rawl_liturg_e_41.xml
BodRawlite44,Rawlinson liturg. e.44,abbrev,MS. Rawl. liturg. e. 44,manuscript_8676,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_8676,0,,collections/Rawl_liturg/MS_Rawl_liturg_e_44.xml
BodRawlitf36,Rawlinson liturg. f.36,abbrev,MS. Rawl. liturg. f. 36,manuscript_8717,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_8717,1,https://digital.bodleian.ox.ac.uk/objects/a4019527-1232-44c4-99c2-7d0638993262/,collections/Rawl_liturg/MS_Rawl_liturg_f_36.xml
BodRawlitg2,Rawlinson liturg. g.2,abbrev,MS. Rawl. liturg. g. 2,manuscript_8732,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_8732,1,https://digital.bodleian.ox.ac.uk/objects/c348c97c-416b-4c4b-9cce-7f90ba21e681/,collections/Rawl_liturg/MS_Rawl_liturg_g_2.xml
BodRawPoe10,Rawlinson poet. 10,abbrev,MS. Rawl. poet. 10,manuscript_8740,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_8740,0,,collections/Rawl_poet/MS_Rawl_poet_10.xml
BodRawPoe14,Rawlinson poet. 14,abbrev,MS. Rawl. poet. 14,manuscript_8745,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_8745,0,,collections/Rawl_poet/MS_Rawl_poet_14.xml
BodRawPoe32,Rawlinson poet. 32,abbrev,MS. Rawl. poet. 32,manuscript_8769,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_8769,1,https://digital.bodleian.ox.ac.uk/objects/2b3d3041-515d-4690-83ba-476c32da9671/,collections/Rawl_poet/MS_Rawl_poet_32.xml
BodRawPoe34,Rawlinson poet. 34,abbrev,MS. Rawl. poet. 34,manuscript_8770,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_8770,1,https://digital.bodleian.ox.ac.uk/objects/f24926f6-4653-40ce-9c39-95da38101a20/,collections/Rawl_poet/MS_Rawl_poet_34.xml
BodRawPoe35,Rawlinson poet. 35,abbrev,MS. Rawl. poet. 35,manuscript_8771,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_8771,0,,collections/Rawl_poet/MS_Rawl_poet_35.xml
BodRawPoe36,Rawlinson poet. 36,abbrev,MS. Rawl. poet. 36,manuscript_8772,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_8772,0,,collections/Rawl_poet/MS_Rawl_poet_36.xml
BodRawPoe38,Rawlinson poet. 38,abbrev,MS. Rawl. poet. 38,manuscript_8773,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_8773,1,http://piers.chass.ncsu.edu/texts/R,collections/Rawl_poet/MS_Rawl_poet_38.xml
BodRawPoe118,Rawlinson poet. 118,abbrev,MS. Rawl. poet. 118,manuscript_8741,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_8741,0,,collections/Rawl_poet/MS_Rawl_poet_118.xml
BodRawPoe137,Rawlinson poet. 137,abbrev,MS. Rawl. poet. 137,manuscript_8742,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_8742,2,https://digital.bodleian.ox.ac.uk/objects/0f8e6119-04c1-48c4-b3cf-8f755ea0390d/ https://digital.bodleian.ox.ac.uk/objects/6a219961-80c7-480f-b836-fc2de1ae9260/,collections/Rawl_poet/MS_Rawl_poet_137.xml
BodRawPoe138,Rawlinson poet. 138,abbrev,MS. Rawl. poet. 138,manuscript_8743,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_8743,0,,collections/Rawl_poet/MS_Rawl_poet_138.xml
BodRawPoe139,Rawlinson poet. 139,abbrev,MS. Rawl. poet. 139,manuscript_8744,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_8744,1,https://digital.bodleian.ox.ac.uk/objects/d24a80d9-abb4-484c-b693-57f5dda317e7/,collections/Rawl_poet/MS_Rawl_poet_139.xml
BodRawPoe140,Rawlinson poet. 140,abbrev,MS. Rawl. poet. 140,manuscript_8746,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_8746,0,,collections/Rawl_poet/MS_Rawl_poet_140.xml
BodRawPoe141,Rawlinson poet. 141,abbrev,MS. Rawl. poet. 141,manuscript_8747,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_8747,1,https://digital.bodleian.ox.ac.uk/objects/cbcce5f8-aed0-4598-9fe8-7e0425fe218e/,collections/Rawl_poet/MS_Rawl_poet_141.xml
BodRawPoe143,Rawlinson poet. 143,abbrev,MS. Rawl. poet. 143,manuscript_8748,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_8748,1,https://digital.bodleian.ox.ac.uk/objects/733a712c-bb0d-4bf8-b6ff-27d9eb755328/,collections/Rawl_poet/MS_Rawl_poet_143.xml
BodRawPoe144,Rawlinson poet. 144,abbrev,MS. Rawl. poet. 144,manuscript_8749,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_8749,0,,collections/Rawl_poet/MS_Rawl_poet_144.xml
BodRawPoe149,Rawlinson poet. 149,abbrev,MS. Rawl. poet. 149,manuscript_8751,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_8751,0,,collections/Rawl_poet/MS_Rawl_poet_149.xml
BodRawPoe151,Rawlinson poet. 151,abbrev,MS. Rawl. poet. 151,manuscript_8753,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_8753,0,,collections/Rawl_poet/MS_Rawl_poet_151.xml
BodRawPoe163,Rawlinson poet. 163,abbrev,MS. Rawl. poet. 163,manuscript_8757,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_8757,0,,collections/Rawl_poet/MS_Rawl_poet_163.xml
BodRawPoe168,Rawlinson poet. 168,abbrev,MS. Rawl. poet. 168,manuscript_8758,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_8758,0,,collections/Rawl_poet/MS_Rawl_poet_168.xml
BodRawPoe175,Rawlinson poet. 175,abbrev,MS. Rawl. poet. 175,manuscript_8759,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_8759,0,,collections/Rawl_poet/MS_Rawl_poet_175.xml
BodRawPoe223,Rawlinson poet. 223,abbrev,MS. Rawl. poet. 223,manuscript_8761,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_8761,2,https://digital.bodleian.ox.ac.uk/objects/f0a9f4d0-7695-4c58-8fcf-4cca88dafd9a/ https://digital.bodleian.ox.ac.uk/objects/0e2eb5c7-5cbf-4e12-ae80-70e15c7d831b/,collections/Rawl_poet/MS_Rawl_poet_223.xml
BodRawPoe225,Rawlinson poet. 225,abbrev,MS. Rawl. poet. 225,manuscript_8763,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_8763,0,,collections/Rawl_poet/MS_Rawl_poet_225.xml
BodRawPoe241,Rawlinson poet. 241,abbrev,MS. Rawl. poet. 241,manuscript_8768,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_8768,0,,collections/Rawl_poet/MS_Rawl_poet_241.xml
Bod231,Bodley 231,abbrev,MS. Bodl. 231,manuscript_1285,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_1285,0,,collections/Bodl/MS_Bodl_231.xml
Bod283,Bodley 283,abbrev,MS. Bodl. 283,manuscript_1333,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_1333,1,https://digital.bodleian.ox.ac.uk/objects/bdbf3489-8344-4ec2-a725-eda7a4069446/,collections/Bodl/MS_Bodl_283.xml
Bod435,Bodley 435,abbrev,MS. Bodl. 435,manuscript_1468,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_1468,1,https://digital.bodleian.ox.ac.uk/objects/c1605a38-a776-41e5-9175-89a415922271/,collections/Bodl/MS_Bodl_435.xml
Bod483,Bodley 483,abbrev,MS. Bodl. 483,manuscript_1516,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_1516,0,,collections/Bodl/MS_Bodl_483.xml
Bod505,Bodley 505,abbrev,MS. Bodl. 505,manuscript_1534,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_1534,0,,collections/Bodl/MS_Bodl_505.xml
Bod754,Bodley 754,abbrev,MS. Bodl. 754,manuscript_1741,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_1741,0,,collections/Bodl/MS_Bodl_754.xml
BodRawB166,Rawlinson B.166,abbrev,MS. Rawl. B. 166,manuscript_7979,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_7979,1,https://digital.bodleian.ox.ac.uk/objects/de526170-d839-4950-8108-15bb221526c0/,collections/Rawl_B/MS_Rawl_B_166.xml
BodRawB187,Rawlinson B.187,abbrev,MS. Rawl. B. 187,manuscript_7990,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_7990,0,,collections/Rawl_B/MS_Rawl_B_187.xml
BodRawB205,Rawlinson B.205,abbrev,MS. Rawl. B. 205,manuscript_8002,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_8002,0,,collections/Rawl_B/MS_Rawl_B_205.xml
